CUI1,CUI2
"('Limited (extensiveness)', 'C0439801')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('100%', 'C3817553')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Decision', 'C0679006')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('granulocyte', 'C0018183')","('Recurrent Primary Lymphoma of Bone', 'C4763785')"
"('Frequently', 'C0332183')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Palmitic Acid', 'C0030234')","('Fourth Ventricle and Brain Stem Ependymal Tumor', 'C4330007')"
"('Administration type', 'C0455708')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Dysgerminoma', 'C0013377')","('Hereditary Diffuse Gastric Adenocarcinoma', 'C4721859')"
"('Greater than one', 'C4280965')","('Ichthyoses', 'C0020757')"
"('Possibly Related to Intervention', 'C1705910')","('Mixed parotid tumor', 'C0345604')"
"('Relationships', 'C0439849')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Scientific Study', 'C0947630')","('Astrocytoma of brain', 'C3695127')"
"('Room of building - Study', 'C0557651')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Type A', 'C4264487')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Persons', 'C0027361')","('Benign Anal Granular Cell Tumor', 'C1332471')"
"('Borg Category-Ratio 10 Perceived Exertion Score 5', 'C4050466')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Professional Occupation', 'C2698884')","('Hodgkin Disease', 'C0019829')"
"('Human body', 'C0242821')","('Refractory Glioma', 'C4687707')"
"('Childhood Leukemia', 'C1332977')","('Refractory Barrett Esophagus', 'C4763736')"
"('Chemotherapy', 'C3665472')","('Localized Ewing Sarcoma', 'C0863029')"
"('Include (action)', 'C2700399')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('physiological aspects', 'C0031843')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('CDISC SDTM Route of Administration Terminology', 'C1879941')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Count of entities', 'C0449788')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('Neoplasm Metastasis', 'C0027627')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Benzene', 'C0005036')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('What subject filter - Result', 'C1546471')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('ABCB1 protein, human', 'C1738970')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Blood Cells', 'C0005773')","('Melanomatosis', 'C1334691')"
"('Type A', 'C4264487')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Adenocarcinoma', 'C0001418')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Carcinoma', 'C0007097')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('leukemia', 'C0023418')","('BRCA2 Syndrome', 'C1332443')"
"('Defense', 'C1880266')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Ameloblasts', 'C0002449')","('Benign Anal Granular Cell Tumor', 'C1332471')"
"('Subtype (attribute)', 'C0449560')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Chemotherapy Regimen', 'C0392920')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Classification of information', 'C0678229')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Squamous cell carcinoma', 'C0007137')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Sensation quality', 'C1455667')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('Benign Neoplasm', 'C0086692')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Egg of order Phthiraptera', 'C0562688')","('Cervical Fibroepithelial Polyp', 'C1516413')"
"('Currarino triad', 'C1531773')","('Uterine Cancer', 'C0153567')"
"('Togo', 'C0040363')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Abdomen', 'C0000726')","('Cartilaginous exostosis', 'C0029423')"
"('shared attribute', 'C1522138')","('Intermediate Soft Tissue Tumor of Uncertain Differentiation', 'C4054705')"
"('Unspecified', 'C0205370')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Asia', 'C0003980')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Anatomic Site', 'C1515974')","('Malignant neoplasm of subglottis', 'C0153485')"
"('Symptoms aspect', 'C0683368')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Numerous', 'C0439064')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Call (Instruction)', 'C1947967')","('Benign squamous cell tumor', 'C0474800')"
"('Dura Mater', 'C0013313')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Embryonic Development', 'C0013936')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Benign Neoplasm', 'C0086692')","('Malignant neoplasm of gallbladder', 'C0153452')"
"('Coitus', 'C0009253')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Bloating, CTCAE', 'C4553115')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Skin Specimen', 'C0444099')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('various antiinfectives and antiseptics for local oral treatment', 'C3540008')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Cell Count', 'C0007584')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Antifungal Antibiotics, Topical', 'C3540705')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Full', 'C0443225')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('Does play', 'C0600138')","('Primary Cutaneous Diffuse Large B-Cell Lymphoma, Other', 'C1709657')"
"('High Level', 'C4321237')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Morphology, Attenuation, Size, and Structure Criteria', 'C4283905')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Count of entities', 'C0449788')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Scientific Publication', 'C1704324')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Ichthyosis, X-Linked', 'C0079588')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Used by', 'C1273517')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Point', 'C3714763')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Persons', 'C0027361')","('Benign neoplasm of thorax', 'C0346440')"
"('CYREN gene', 'C1824234')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('European race', 'C1535514')","('Malignant neoplasm of olfactory nerve', 'C0496838')"
"('Overall', 'C1561607')","('Stage I Colon Neuroendocrine Tumor AJCC v8', 'C4525745')"
"('International Classification of Diseases for Oncology, Third Edition', 'C2828152')","('Ectomesenchymal Chondromyxoid Tumor', 'C4050504')"
"('Including (qualifier)', 'C0332257')","('Locally Advanced Carcinoma', 'C4724834')"
"('Glioma', 'C0017638')","('Testicular cancer metastatic', 'C1096715')"
"('Human body structure', 'C0460148')","('Leptomeningeal sarcoma', 'C1384416')"
"('Person Observer', 'C2347489')","('Intermediate Soft Tissue Tumor of Uncertain Differentiation', 'C4054705')"
"('Use of', 'C1524063')","('Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8', 'C4329674')"
"('Malignant Neoplasms', 'C0006826')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Woman', 'C0043210')","('Nasal cavity carcinoma', 'C1377785')"
"('Olfactory Epithelium', 'C0599332')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Neoplasms', 'C0027651')","('Angiosarcoma of liver', 'C0345907')"
"('Recurrent infections', 'C0239998')","('Refractory Barrett Esophagus', 'C4763736')"
"('Malignant neoplasm of large intestine', 'C0346629')","('Blepharal carcinoma', 'C0920196')"
"('2+ Score, WHO', 'C2981700')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Transection (procedure)', 'C0152060')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Tumor type', 'C4263544')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Nervous system structure', 'C0027763')","('Refractory Barrett Esophagus', 'C4763736')"
"('shared attribute', 'C1522138')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Both ovaries', 'C0227898')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Confirmed by', 'C0521093')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Containing (qualifier)', 'C0332256')","('Lipoma of small intestine', 'C1336001')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('Procedural approach', 'C1292724')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Impaired skin integrity', 'C4048181')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Arising in', 'C0332284')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Used by', 'C1273517')","('Placental aromatase deficiency', 'C1960540')"
"('risk factors - observation list', 'C1553898')","('Blepharal carcinoma', 'C0920196')"
"('More', 'C0205172')","('Brain Tumor, Primary', 'C0750974')"
"('Tumor cells, malignant', 'C0334227')","('Blepharal carcinoma', 'C0920196')"
"('Tryptophanase', 'C0041260')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Have Weight Loss', 'C4084774')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Beginning', 'C0439659')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('PREVENT (product)', 'C0309872')","('benign mature teratoma of pancreas', 'C2063869')"
"('Patient Reported Outcome Stem', 'C4553151')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Analysis of substances', 'C0002778')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Volume (publication)', 'C1705102')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('eTMF Content Model Code', 'C3889831')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Chronic inflammation', 'C0021376')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('In Blood', 'C0005768')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Cancer Genus', 'C0998265')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Obese build', 'C0424612')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Occur (action)', 'C1709305')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Manufactured sign', 'C0220913')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('per second', 'C0565930')","('Locally Advanced Carcinoma', 'C4724834')"
"('Symptoms aspect', 'C0683368')","('Angiosarcoma of liver', 'C0345907')"
"('Reported Term', 'C2826302')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Call (Instruction)', 'C1947967')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Malignant - descriptor', 'C0205282')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Highest', 'C1522410')","('Malignant melanoma of eyelid', 'C0339116')"
"('Formations', 'C0439634')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Subject Risk', 'C4552904')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('Prognosis:Find:Pt:^Patient:Nom', 'C3854082')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Melanoma Pathway', 'C2984289')","('Atypical Lobular Breast Hyperplasia', 'C1368920')"
"('Thinking, function', 'C0039869')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Negation', 'C1518422')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Tryptophanase', 'C0041260')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Variant', 'C0205419')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('False Discovery Rate', 'C1880720')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Subtype (attribute)', 'C0449560')","('Cervical Fibroepithelial Polyp', 'C1516413')"
"('include - SetOperator', 'C1552866')","('Hereditary Diffuse Gastric Adenocarcinoma', 'C4721859')"
"('Poor - qualifier', 'C2700379')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Severe Extremity Pain', 'C4050465')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Affect (mental function)', 'C0001721')","('Astrocytoma of brain', 'C3695127')"
"('More', 'C0205172')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Pharmacologic Substance', 'C1254351')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Evidence', 'C3887511')","('High Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279744')"
"('Basis - conceptual entity', 'C1527178')","('Clinical Stage I Cutaneous Melanoma AJCC v8', 'C4527163')"
"('Feelings', 'C1527305')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Smear - instruction imperative', 'C1947932')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Malignant Female Reproductive System Neoplasm', 'C0699889')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Screening - general NOS (finding)', 'C1261136')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Percent of Abnormal Cells', 'C2347472')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Linear', 'C0205132')","('Malignant melanoma of eyelid', 'C0339116')"
"('Most', 'C0205393')","('Papillary squamous cell carcinoma', 'C0334244')"
"('site-specific telomere resolvase activity', 'C1622890')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('OVARIAN SWELLING', 'C0240614')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Common (qualifier value)', 'C0205214')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('week', 'C0439230')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Administration procedure', 'C1533734')","('Angiosarcoma of liver', 'C0345907')"
"('Due to', 'C0678226')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Usual Severity Shortness of Breath', 'C4084762')","('Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A', 'C4745016')"
"('Reference Object', 'C1706462')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Rare Diseases', 'C0678236')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Associated with', 'C0332281')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Case unit dose', 'C1533148')","('Hodgkin Disease', 'C0019829')"
"('65', 'C0450385')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Pain', 'C0030193')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('To', 'C1883351')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Internal', 'C0205102')","('BRCA2 Syndrome', 'C1332443')"
"('Laparotomy', 'C0023038')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Intracortical osteosarcoma', 'C1266166')"
"('Dysuria', 'C0013428')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('survive', 'C0310255')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('year', 'C0439234')","('ROSE Cluster 3', 'C4050314')"
"('Pelvis', 'C0030797')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Body tissue', 'C0040300')","('Unicystic ameloblastoma', 'C0457521')"
"('Laser Device Component', 'C1706315')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Call (Instruction)', 'C1947967')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('gliosarcoma', 'C0206726')"
"('Academic degree', 'C0542560')","('Tonsillar Carcinoma', 'C0558355')"
"('Fusion procedure', 'C1293131')","('Carcinomatosis of peritoneal cavity', 'C0346990')"
"('Condition', 'C0348080')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Specimen', 'C0370003')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('Morphology, Attenuation, Size, and Structure Criteria', 'C4283905')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Unknown', 'C0439673')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Chemotherapy', 'C3665472')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Science of Morphology', 'C0700619')","('Cancer of Urinary Tract', 'C0751571')"
"('Diagnosis Study', 'C1704656')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('Hyperlink', 'C1704666')","('Vaginal Non-Keratinizing Squamous Cell Carcinoma', 'C1519927')"
"('English [International Organization for Standardization 639-1 code en] language reference set', 'C3540738')","('Malignant melanoma of eyelid', 'C0339116')"
"('Medications:Presence or Identity:Duration of the study:^Patient:Nominal', 'C0802604')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Term Birth', 'C0233324')","('Nasal cavity carcinoma', 'C1377785')"
"('Percent of Abnormal Cells', 'C2347472')","('Cartilaginous exostosis', 'C0029423')"
"('Have Itch', 'C3641891')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Very Much', 'C2984081')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Personal appearance', 'C0233426')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Relationships', 'C0439849')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Type - attribute', 'C0332307')","('Pancreatic carcinoma, familial', 'C2931038')"
"('100%', 'C3817553')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('chapter', 'C1552857')","('Childhood Choriocarcinoma', 'C4086155')"
"('Skeletal bone', 'C0262950')","('Ovarian Dermoid Cyst with Squamous Cell Carcinoma', 'C1518710')"
"('Formation', 'C1522492')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Appearance', 'C0700364')","('Localized Askin Tumor', 'C1321778')"
"('Shortened', 'C1282927')","('Refractory Barrett Esophagus', 'C4763736')"
"('Administration occupational activities', 'C0001554')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Malignant neoplasm of large intestine', 'C0346629')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Medical Device Emits Smoke', 'C1881674')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Carcinoma', 'C0007097')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Average', 'C1510992')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Factor', 'C1521761')","('Necrotizing Funisitis', 'C3898153')"
"('Surface', 'C0205148')","('Deep Leiomyoma', 'C1333266')"
"('Hypotension, CTCAE', 'C3163620')","('Refractory Ependymoma', 'C4687708')"
"('Nine', 'C0205455')","('Adrenal Rest Tumor', 'C0001630')"
