CUI1,CUI2
"('Science of Etiology', 'C1524003')","('Female Breast Carcinoma', 'C0007104')"
"('Small cell carcinoma of lung', 'C0149925')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Mass of body region', 'C0577573')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('BLNK gene', 'C1332420')","('Fourth Ventricle and Brain Stem Ependymal Tumor', 'C4330007')"
"('Epithelial Cells', 'C0014597')","('Testicular cancer metastatic', 'C1096715')"
"('Pediculus humanus capitis (eukaryote)', 'C0411280')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Blue color', 'C1260957')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Precursor Cell Lymphoblastic Leukemia Lymphoma', 'C1961102')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Normal tissue morphology', 'C0332441')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Malignant Childhood Neoplasm', 'C0278704')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Specimen Source Codes - Respiratory', 'C1546767')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Cellular Debris', 'C4055264')","('carcinoma of middle ear', 'C1334760')"
"('Exposure to', 'C0332157')","('Mucinous neoplasm', 'C1334811')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Diffuse malignant mesothelioma', 'C0392400')"
"('neural', 'C3714606')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Age', 'C0001779')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Tissue membrane', 'C0025255')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Surgical advancement - action', 'C0441478')","('papillary carcinoma of penis', 'C1335322')"
"('Response (communication)', 'C2911692')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Antimicrobial Intermediate Susceptibility Result', 'C2827755')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Hodgkin Disease', 'C0019829')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Stem cell transplant', 'C1504389')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Process (qualifier value)', 'C4521054')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Categories', 'C0683312')","('Cartilaginous exostosis', 'C0029423')"
"('Treatment Epoch', 'C3538994')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Dorsal', 'C0205095')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Australia', 'C0004340')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Dust', 'C0013330')","('Uterine Cancer', 'C0153567')"
"('Diagnosis', 'C0011900')","('Liver Lymphangioma', 'C3273073')"
"('Infection', 'C3714514')","('Stage II Fallopian Tube Cancer', 'C1378105')"
"('Used by', 'C1273517')","('Liver Lymphangioma', 'C3273073')"
"('Occurrence Indicator', 'C4284875')","('Malignant melanoma of eyelid', 'C0339116')"
"('Proliferation', 'C1514485')","('Spongiotic dermatitis', 'C0262984')"
"('Genetic Marker Expression', 'C0600223')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Requirement', 'C1514873')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Viruses ingredient', 'C4050015')","('Uterine Cancer', 'C0153567')"
"('Pathogenesis', 'C0699748')","('Airway Hemangioma', 'C1336518')"
"('Caucasians', 'C0043157')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Human Papillomavirus', 'C0021344')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Logical Condition', 'C1705253')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Usually', 'C3888388')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('TP53 wt Allele', 'C1705526')","('Vaginal Non-Keratinizing Squamous Cell Carcinoma', 'C1519927')"
"('Treatment Effectiveness', 'C0087113')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Benign', 'C0205183')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Disseminated Malignant Neoplasm', 'C0346957')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Enneking Low Surgical Grade', 'C4553393')","('Thymoma malignant recurrent', 'C0278848')"
"('Mass of body region', 'C0577573')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('diagnostic accuracy', 'C0598285')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Mumps', 'C0026780')","('Mastocytosis', 'C0024899')"
"('Contrast Media', 'C0009924')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Malignant tumor of cervix', 'C0007847')","('Localized Askin Tumor', 'C1321778')"
"('Condition:Find:Pt:^Patient:Nom', 'C3864998')","('Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8', 'C4525739')"
"('Name', 'C0027365')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Group A (blood group)', 'C4522145')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('2+', 'C3833492')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Malignant Central Nervous System Neoplasm', 'C0348374')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Abnormal Reference Range', 'C2699333')","('Intracortical osteosarcoma', 'C1266166')"
"('Body Site Modifier - Lower', 'C1548802')","('Tonsillar Carcinoma', 'C0558355')"
"('Line Unit of Length', 'C1552960')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Occurrence', 'C2745955')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Contain (action)', 'C2700400')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Intestines', 'C0021853')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Post Device', 'C1704687')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Cancer Genus', 'C0998265')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Common (qualifier value)', 'C0205214')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('In Blood', 'C0005768')","('Airway Hemangioma', 'C1336518')"
"('Make - Instruction Imperative', 'C1881534')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Numerous', 'C0439064')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Increase', 'C0442805')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Seventh', 'C0205441')","('Cancer of Urinary Tract', 'C0751571')"
"('combination of objects', 'C1947911')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Etiology aspects', 'C0015127')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Subject Risk', 'C4552904')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Help document', 'C1552861')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Buccal smear procedure', 'C0581714')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Fetal Ultrasonography', 'C0162502')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Birth', 'C0005615')","('Stage 0 Lip Carcinoma', 'C0347082')"
"('Obesity, CTCAE', 'C1963185')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Childhood Solid Neoplasm', 'C0279068')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Active', 'C0205177')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Adenocarcinoma, Tubular', 'C0205645')","('Refractory Barrett Esophagus', 'C4763736')"
"('Digestive Enzymes', 'C0544420')","('Refractory Barrett Esophagus', 'C4763736')"
"('Presentation', 'C0449450')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Neoplasms', 'C0027651')","('Adult Brain Stem Mixed Glioma', 'C1377915')"
"('Midline (qualifier value)', 'C0549183')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Adipose tissue', 'C0001527')","('Extracranial Neuroblastoma', 'C1333499')"
"('Squamocolumnar junction of cervix', 'C4318748')","('Localized Ewing Sarcoma', 'C0863029')"
"('Human papillomavirus types', 'C1622968')","('Malignant melanoma of eyelid', 'C0339116')"
"('Nose', 'C0028429')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Call (Instruction)', 'C1947967')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Poor - qualifier', 'C2700379')","('Blepharal carcinoma', 'C0920196')"
"('Better', 'C0332272')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Interstitial Fluid', 'C0162367')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Greater', 'C1704243')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('year', 'C0439234')","('Cartilaginous exostosis', 'C0029423')"
"('Mast Cell Count', 'C3811745')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Adult Subependymal Giant Cell Astrocytoma', 'C1832033')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Abnormal host response', 'C0686794')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Specialized', 'C1704211')","('Neonatal leukemia', 'C0235813')"
"('Affecting', 'C0392760')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Occurrence', 'C2745955')","('papillary carcinoma of penis', 'C1335322')"
"('CYP19A1 wt Allele', 'C1705771')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Adult', 'C0001675')","('Cerebral hemangioma', 'C0877388')"
"('To', 'C1883351')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('week', 'C0439230')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('More common in males', 'C1865401')","('Benign tumor of eyelid', 'C0339107')"
"('CD40LG wt Allele', 'C1706005')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Firstly', 'C1279901')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Death (finding)', 'C1306577')","('Childhood Lymphoma', 'C1332979')"
"('Dermis', 'C0011646')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Ulcer', 'C0041582')","('Blepharal carcinoma', 'C0920196')"
"('Administration procedure', 'C1533734')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('50%', 'C3842586')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Arising in', 'C0332284')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('MS gene', 'C1417325')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Mutation', 'C0026882')","('Advanced Lung Carcinoma', 'C4727088')"
"('VARIOUS DRUG CLASSES IN ATC', 'C3540763')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Diagnostic Imaging', 'C0011923')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Derivation', 'C1441547')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Certain (qualifier value)', 'C0205423')","('Localized Askin Tumor', 'C1321778')"
"('incomplete spinal cord injury', 'C3544167')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Pelvic Pain, CTCAE 5.0', 'C4554551')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Malignant neoplasm of breast', 'C0006142')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Sarcoma - category (morphologic abnormality)', 'C1299262')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Smaller', 'C0547044')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('high - ActExposureLevelCode', 'C3887512')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('photoreactivating enzyme activity', 'C2257086')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Older Population', 'C1518563')","('Germinoma', 'C0206660')"
"('ovarian', 'C0205065')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Major <insect>', 'C4318856')","('sarcoma of spinal cord', 'C1336049')"
"('Persons', 'C0027361')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Bio-Informatics', 'C1140694')","('Uterine Cancer', 'C0153567')"
"('Primary malignant neoplasm', 'C1306459')","('Acute lymphadenitis', 'C0157705')"
"('Grouping', 'C1522242')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Cell division', 'C0007590')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Beginning', 'C0439659')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('With intensity', 'C0522510')","('Germinoma', 'C0206660')"
"('Adult human body', 'C4082212')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Location', 'C0450429')","('Localized Askin Tumor', 'C1321778')"
"('Thoracic Duct', 'C0039979')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Delta (difference)', 'C1705241')","('Adult Fibrolamellar Carcinoma', 'C3900102')"
"('Tryptophanase', 'C0041260')","('carcinoma of middle ear', 'C1334760')"
"('Pelvic pain female', 'C0850758')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('newly', 'C0750546')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('40%', 'C3842587')","('Ampulla of Vater Tubular Adenoma', 'C1332252')"
"('site-specific telomere resolvase activity', 'C1622890')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Reported', 'C4319718')","('Malignant neoplasm of choroid', 'C0153630')"
"('Eye lid', 'C2706046')","('Localized Ewing Sarcoma', 'C0863029')"
"('Have Weight Loss', 'C4084774')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Mass of body structure', 'C0577559')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Abnormal cell', 'C0333717')","('Malignant melanoma of eyelid', 'C0339116')"
"('Weight Loss, CTCAE', 'C2911645')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Therapeutic radiology procedure', 'C1522449')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('N not otherwise specified Antibody', 'C0369718')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Have Diarrhea', 'C3641756')","('Uterine Cancer', 'C0153567')"
"('Frequently', 'C0332183')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Follicular', 'C0439682')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Childhood Lymphoma', 'C1332979')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Main', 'C1542147')","('Localized Askin Tumor', 'C1321778')"
"('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1334968')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Apply (instruction)', 'C1879355')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Endogenous', 'C0205227')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Cancer Genus', 'C0998265')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Term Birth', 'C0233324')","('Testicular cancer metastatic', 'C1096715')"
"('Cervix Uteri', 'C0007874')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('Infection', 'C3714514')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Outer cortex of kidney', 'C1183949')","('Uterine Cancer', 'C0153567')"
"('Cessation of life', 'C0011065')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Erythropoiesis', 'C0014819')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Cells', 'C0007634')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Weight Loss, CTCAE', 'C2911645')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Pharmacotherapy', 'C0013216')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Covered (qualifier value)', 'C0439844')","('Female Breast Carcinoma', 'C0007104')"
"('13q12', 'C1520539')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Highest', 'C1522410')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Formation', 'C1522492')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Most', 'C0205393')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Endometrium', 'C0014180')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('90%', 'C3842582')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Occurrence', 'C2745955')","('Refractory Glioma', 'C4687707')"
"('Anaplasia', 'C0002793')","('Airway Hemangioma', 'C1336518')"
"('Personal appearance', 'C0233426')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('M+ (tumor staging)', 'C0441923')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Initial (abbreviation)', 'C1555582')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Lymphoma', 'C0024299')","('Malignant melanoma of eyelid', 'C0339116')"
"('Leading', 'C1522538')","('BRCA2 Syndrome', 'C1332443')"
"('Inflammatory Breast Carcinoma', 'C0278601')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('South', 'C1710133')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Closure', 'C1521802')","('Mixed parotid tumor', 'C0345604')"
"('Diagnosis Study', 'C1704656')","('Localized Ewing Sarcoma', 'C0863029')"
"('Lymphatic System', 'C0024235')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Death (finding)', 'C1306577')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('include - SetOperator', 'C1552866')","('Malignant neoplasm of thalamus', 'C0346902')"
"('High Level', 'C4321237')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Formation', 'C1522492')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Benign Vascular Neoplasm', 'C1377916')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Qualitative form', 'C0348078')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Melanocytic nevus', 'C0027962')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Firstly', 'C1279901')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Good', 'C0205170')","('Benign neoplasm of thorax', 'C0346440')"
"('Most', 'C0205393')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Involvement with', 'C1314939')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('genetic risk factors', 'C0814299')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Overall Survival', 'C4086681')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Affecting', 'C0392760')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Abdomen+', 'C4299167')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Chemotherapy', 'C3665472')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Often - answer to question', 'C4050225')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Imaging Techniques', 'C0079595')","('Tonsillar Carcinoma', 'C0558355')"
"('various other intestinal adsorbents in ATC', 'C3540769')","('Recurrent Uveal Melanoma', 'C0278870')"
