CUI1,CUI2
"('Eczema', 'C0013595')","('Common wart', 'C0043037')"
"('House (environment)', 'C2003847')","('Laryngeal verrucous carcinoma', 'C0280328')"
"('Gastrin, human', 'C4520797')","('Somatostatinoma, malignant', 'C1266015')"
"('Surgical service', 'C0587668')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Leading', 'C1522538')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Characteristics', 'C1521970')","('Advanced Gastric Large Cell Neuroendocrine Carcinoma', 'C4744985')"
"('Type - attribute', 'C0332307')","('Lung Small Cell Carcinoma by AJCC v7 Stage', 'C4526735')"
"('Array Feature', 'C1706388')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('structure', 'C0678594')","('Adenoma, Sweat Gland', 'C0019522')"
"('Transmitted by', 'C0332289')","('Common wart', 'C0043037')"
"('Cervix carcinoma', 'C0302592')","('Cervical Warty Carcinoma', 'C1516436')"
"('Frequently', 'C0332183')","('Classical Glioblastoma', 'C3827253')"
"('More than 5 years', 'C3843629')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Mesenchymal Stem Cells', 'C1257975')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Basis - conceptual entity', 'C1527178')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Resistance Process', 'C1514892')","('Recurrent Pancreatic Neuroendocrine Carcinoma', 'C3897732')"
"('Linear', 'C0205132')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Malignant - descriptor', 'C0205282')","('Small cell lung cancer extensive stage', 'C0278726')"
"('Release (procedure)', 'C1963578')","('Somatostatinoma, malignant', 'C1266015')"
"('Similarity', 'C2348205')","('gliosarcoma', 'C0206726')"
"('VARIOUS DRUG CLASSES IN ATC', 'C3540763')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('How Much Distress Nausea', 'C4085222')","('Small cell glioblastoma', 'C1272516')"
"('Similarity', 'C2348205')","('Ampulla of Vater Somatostatin-Producing Neuroendocrine Tumor', 'C3272484')"
"('System - kit', 'C1553451')","('malignant gastrinoma of pancreas', 'C1881585')"
"('N+ (tumor staging)', 'C0441922')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Term Birth', 'C0233324')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Sharing (Social Behavior)', 'C0237876')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('Formation', 'C1522492')","('insulinoma', 'C0021670')"
"('Liver Flavor', 'C2346688')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('high - ActExposureLevelCode', 'C3887512')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Symptoms', 'C1457887')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Offspring', 'C0680063')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Anorexia', 'C0003123')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Usual Severity Nausea', 'C4085661')","('Brain Stem Glioblastoma', 'C1332610')"
"('incidence of cases', 'C0220856')","('Malignant Pancreatic Vipoma', 'C1881586')"
"('Caecum <eukaryote>', 'C3463927')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Sometimes', 'C1998882')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Skin, Human', 'C4520765')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('Sequence Data Type', 'C3272378')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Infiltration Route of Drug Administration', 'C1523986')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Artificial (qualifier value)', 'C2004457')","('Epithelioid glioblastoma', 'C4289580')"
"('National origin', 'C0079946')","('insulinoma', 'C0021670')"
"('Probably', 'C0750492')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Milk - dietary', 'C2825079')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Cecum', 'C0007531')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Type - attribute', 'C0332307')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Class (taxonomic)', 'C1705943')","('Stage I Lung Small Cell Carcinoma AJCC v7', 'C1336482')"
"('Frequently', 'C0332183')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Glioblastoma Multiforme', 'C1621958')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Central African Republic', 'C0007673')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Specimen Source Codes - tumor', 'C1578706')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('combination of objects', 'C1947911')","('Small cell lung cancer extensive stage', 'C0278726')"
"('Adult Langerhans Cell Histiocytosis', 'C3900100')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Image Feature', 'C2346469')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('eTMF Content Model Code', 'C3889831')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('To', 'C1883351')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Extension', 'C0231448')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Primary operation', 'C0439631')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('International Classification of Diseases for Oncology, Second Edition', 'C2828257')","('Cystadenofibroma', 'C0334317')"
"('Usual', 'C3538928')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Secondary to', 'C0175668')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Administration procedure', 'C1533734')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Malignant neoplasm of breast', 'C0006142')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Derivation', 'C1441547')","('insulinoma', 'C0021670')"
"('Neoplasm Metastasis', 'C0027627')","('insulinoma', 'C0021670')"
"('Frequently', 'C0332183')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Body Site Modifier - Lower', 'C1548802')","('Small cell lung cancer extensive stage', 'C0278726')"
"('Neuroglia', 'C0027836')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Seizures', 'C0036572')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('>5', 'C0439084')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Alive', 'C4551704')","('Epithelioid glioblastoma', 'C4289580')"
"('Grade IV Childhood Astrocytic Neoplasm', 'C4551547')","('Classical Glioblastoma', 'C3827253')"
"('Family', 'C0015576')","('Anaplastic Oligodendroglioma', 'C0280790')"
"('Treating', 'C1522326')","('Advanced Small Intestinal Neuroendocrine Carcinoma', 'C4744988')"
"('status - In progress', 'C1272688')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Contain (action)', 'C2700400')","('verrucous carcinoma of bladder', 'C1511208')"
"('Rectal Route of Drug Administration', 'C1527425')","('Anal Verrucous Carcinoma', 'C1332278')"
"('Nucleated', 'C1979936')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Male population group', 'C0025266')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Presentation', 'C0449450')","('gliosarcoma', 'C0206726')"
"('Carcinoma', 'C0007097')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Tumor type', 'C4263544')","('Childhood Brain Stem Gliosarcoma', 'C3887517')"
"('include - SetOperator', 'C1552866')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('nonspecific', 'C0750540')","('Neural Glioblastoma', 'C3828832')"
"('include - SetOperator', 'C1552866')","('Borderline Ovarian Endometrioid Cystadenofibroma', 'C1332595')"
"('Hemoglobin', 'C0019046')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Before', 'C0332152')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Carcinoma, Small Cell', 'C0262584')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Rare', 'C0522498')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Symptoms aspect', 'C0683368')","('Childhood Glioblastoma', 'C0280474')"
"('majority', 'C0680220')","('Pancreatic Gastrin-Producing Neuroendocrine Tumor', 'C1368066')"
"('Representation (action)', 'C1882932')","('Papillary Thyroid Microcarcinoma', 'C1709457')"
"('Prognosis:Find:Pt:^Patient:Nom', 'C3854082')","('verrucous carcinoma of esophagus', 'C1333470')"
"('development aspects', 'C0243107')","('Metastatic Prostate Small Cell Carcinoma', 'C4763838')"
"('Regulation', 'C0851285')","('insulinoma', 'C0021670')"
"('Specimen Source Codes - tumor', 'C1578706')","('Malignant Cystosarcoma Phyllodes', 'C0600066')"
"('site-specific telomere resolvase activity', 'C1622890')","('Ampulla of Vater Somatostatin-Producing Neuroendocrine Tumor', 'C3272484')"
"('Science of Etiology', 'C1524003')","('Brain Stem Glioblastoma', 'C1332610')"
"('Worsening pattern', 'C0332271')","('Small cell glioblastoma', 'C1272516')"
"('Frequently', 'C0332183')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Combined', 'C0205195')","('Carcinosarcoma of ovary', 'C0392998')"
"('Pelvis+', 'C4266535')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('neuron type', 'C0682689')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Glioblastoma Multiforme Pathway', 'C2984291')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('include - SetOperator', 'C1552866')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Occur (action)', 'C1709305')","('Childhood Brain Stem Gliosarcoma', 'C3887517')"
"('Order (action)', 'C1705178')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Most', 'C0205393')","('Columnar Cell Variant Thyroid Gland Papillary Carcinoma', 'C1333120')"
"('Thyroid carcinoma', 'C0549473')","('Papillary thyroid carcinoma', 'C0238463')"
"('Main', 'C1542147')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Occurrence', 'C2745955')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Adult Liposarcoma', 'C0278608')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('diagnostic image', 'C1551337')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('various allergen extracts', 'C3540765')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('Two', 'C0205448')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Visual Impairment', 'C3665347')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Increase', 'C0442805')","('insulinoma', 'C0021670')"
"('Range', 'C1514721')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Frequently', 'C0332183')","('Pancreatic Gastrin-Producing Neuroendocrine Tumor', 'C1368066')"
"('Divide', 'C0332849')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('Lower - spatial qualifier', 'C0441994')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Body tissue', 'C0040300')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Taxonomic', 'C0008903')","('Anaplastic Oligodendroglioma', 'C0280790')"
"('various antiseptic throat preparations', 'C3540766')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Then', 'C1883708')","('Refractory Cytopenia of Childhood', 'C2826323')"
"('Insulin', 'C0021641')","('Pancreatic Somatostatinoma', 'C1368041')"
"('Classification', 'C0008902')","('Borderline Ovarian Clear Cell Adenofibroma with Intraepithelial Carcinoma', 'C1511259')"
"('Including (qualifier)', 'C0332257')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('High Grade Astrocytic Tumor', 'C3640999')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Homo sapiens', 'C0086418')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Endocrine Cells', 'C0229525')","('Pancreatic Gastrin-Producing Neuroendocrine Tumor', 'C1368066')"
"('Including (qualifier)', 'C0332257')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Frequently', 'C0332183')","('gliosarcoma', 'C0206726')"
"('Adult human body', 'C4082212')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Malignant Neoplasms', 'C0006826')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Benign', 'C0205183')","('Pancreatic Gastrin-Producing Neuroendocrine Tumor', 'C1368066')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Advanced Small Intestinal Small Cell Neuroendocrine Carcinoma', 'C4744989')"
"('Sharing (Social Behavior)', 'C0237876')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Including (qualifier)', 'C0332257')","('verrucous carcinoma of esophagus', 'C1333470')"
"('epithelial', 'C0221908')","('Lung Small Cell Carcinoma by AJCC v7 Stage', 'C4526735')"
"('Ten', 'C0205456')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Before', 'C0332152')","('Stage I Lung Small Cell Carcinoma AJCC v7', 'C1336482')"
"('Targeted Therapy', 'C2985566')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Group A (blood group)', 'C4522145')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('Immature Cell Count (laboratory procedure)', 'C3272950')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Pain', 'C0030193')","('Common wart', 'C0043037')"
"('Malignant neoplasm of brain', 'C0153633')","('Adult Anaplastic Astrocytoma', 'C0280483')"
"('Released (action)', 'C0391871')","('Somatostatinoma', 'C0037661')"
"('Malignant Neoplasms', 'C0006826')","('Common wart', 'C0043037')"
"('Usual Severity Vomiting', 'C4084768')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Resolution', 'C2699488')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Similarity', 'C2348205')","('Metastatic Digestive System Neuroendocrine Carcinoma', 'C4744461')"
"('Logical Condition', 'C1705253')","('Epithelioid glioblastoma', 'C4289580')"
"('Rating (action)', 'C0871208')","('Vaginal Warty Carcinoma', 'C1519937')"
"('Milk (body substance)', 'C0026131')","('Adenoma, Sweat Gland', 'C0019522')"
"('Sole of Foot', 'C0230463')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Variant', 'C0205419')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Classification of information', 'C0678229')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('United States Military Commissioned Officer O4', 'C4521762')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Feature', 'C2348519')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Sharing (Social Behavior)', 'C0237876')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('85', 'C4517892')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('68', 'C0450387')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Cells', 'C0007634')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Type A', 'C4264487')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Philadelphia Chromosome', 'C0031526')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Cells', 'C0007634')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Image Feature', 'C2346469')","('Advanced Gastric Large Cell Neuroendocrine Carcinoma', 'C4744985')"
"('Primary', 'C0205225')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Formation', 'C1522492')","('Cervical Warty Carcinoma', 'C1516436')"
"('Insulin Drug Class', 'C3714501')","('insulinoma', 'C0021670')"
"('Function (attribute)', 'C0542341')","('Pancreatic Somatostatinoma', 'C1368041')"
"('Feel Pain', 'C4554132')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Breaking down', 'C0443161')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Make - Instruction Imperative', 'C1881534')","('insulinoma', 'C0021670')"
"('Case (situation)', 'C0868928')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Solid', 'C0205208')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Law enforcement arrest', 'C0392351')","('Somatostatinoma, malignant', 'C1266015')"
"('primary tumor', 'C0677930')","('Childhood Brain Stem Gliosarcoma', 'C3887517')"
"('Suspicious', 'C0750493')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Feature', 'C2348519')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('patient condition', 'C0683521')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('2+ Score, WHO', 'C2981700')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Excision', 'C0728940')","('Platinum-Sensitive Lung Small Cell Carcinoma', 'C4764256')"
"('combination - answer to question', 'C3811910')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('To', 'C1883351')","('Glioblastoma by Gene Expression Profile', 'C3827194')"
"('Current (present time)', 'C0521116')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Qualitative form', 'C0348078')","('Pancreatic Gastrin-Producing Neuroendocrine Tumor', 'C1368066')"
"('Treating', 'C1522326')","('Combined Lung Small Cell Carcinoma and Lung Adenocarcinoma', 'C1332165')"
"('Symptoms', 'C1457887')","('Common wart', 'C0043037')"
"('Anemia, CTCAE', 'C4554633')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Cancer Genus', 'C0998265')","('Spindle Cell Variant Thyroid Gland Papillary Carcinoma', 'C4744530')"
"('morphological', 'C0543482')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Progress', 'C1280477')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Males', 'C0086582')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('DNA', 'C0012854')","('Childhood Lung Small Cell Carcinoma', 'C3899641')"
"('Iodides', 'C0021966')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Examined', 'C0332128')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Essential', 'C0205224')","('Laryngeal verrucous carcinoma', 'C0280328')"
"('Connective Tissue', 'C0009780')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Adult Anaplastic Astrocytoma', 'C0280483')","('Adult Anaplastic Astrocytoma', 'C0280483')"
"('Occurrence', 'C2745955')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('bicarbonate ion', 'C0973231')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Feature', 'C2348519')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Inhibition', 'C3463820')","('Somatostatinoma', 'C0037661')"
