CUI1,CUI2
"('Malignant Neoplasms', 'C0006826')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Carcinoma, Transitional Cell', 'C0007138')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Walls of a building', 'C0677535')","('Testicular cancer metastatic', 'C1096715')"
"('Intestines', 'C0021853')","('Malignant melanoma of eyelid', 'C0339116')"
"('genetic risk factors', 'C0814299')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Operative Surgical Procedures', 'C0543467')","('Localized Askin Tumor', 'C1321778')"
"('Carcinoma', 'C0007097')","('Breast Ductal Adenoma', 'C1511307')"
"('CDISC SEND Body System Terminology', 'C2981608')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('insensitivity', 'C0237677')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Kidney Tubules, Proximal', 'C0022677')","('Sarcomatoid Renal Cell Carcinoma', 'C1266043')"
"('Occupations', 'C0028811')","('Tonsillar Carcinoma', 'C0558355')"
"('Endometrium', 'C0014180')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Corticosteroid [EPC]', 'C3536709')","('Spongiotic dermatitis', 'C0262984')"
"('To', 'C1883351')","('Blepharal carcinoma', 'C0920196')"
"('Biomedicine', 'C1879848')","('de novo Myelodysplastic Syndrome', 'C0280451')"
"('Blood Proteins', 'C0005832')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Male Reproductive System Part', 'C1518163')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Human Cells, Tissues, and Cellular and Tissue-Based Products Processing', 'C4521541')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Malignant Neoplasms', 'C0006826')","('Stage II Fallopian Tube Cancer', 'C1378105')"
"('Result', 'C1274040')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('More', 'C0205172')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Table Cell Horizontal Align - left', 'C1552822')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Subgroup A Nepoviruses', 'C1079230')","('Female Breast Carcinoma', 'C0007104')"
"('cancer classification', 'C0920410')","('Breast Ductal Adenoma', 'C1511307')"
"('CEL gene', 'C1413336')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Retinoic Acid Response Element', 'C1514917')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Study Site', 'C2825164')","('Urethral Carcinoma', 'C0700101')"
"('Neoplasms', 'C0027651')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('Usually', 'C3888388')","('Airway Hemangioma', 'C1336518')"
"('Vagina', 'C0042232')","('papillary carcinoma of penis', 'C1335322')"
"('Irregular', 'C0205271')","('Malignant melanoma of eyelid', 'C0339116')"
"('Catabolism', 'C0699900')","('Cartilaginous exostosis', 'C0029423')"
"('Possible', 'C0332149')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Stage Grouping', 'C1519504')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Only - dosing instruction fragment', 'C1720467')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Unknown', 'C0439673')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('N+ (tumor staging)', 'C0441922')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('As Much as Desired', 'C1879743')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('Indolent Non-Hodgkin Lymphoma', 'C1334170')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Most', 'C0205393')","('Leiomyoma of Gallbladder', 'C1333745')"
"('Central African Republic', 'C0007673')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Tears - SpecimenType', 'C1611838')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Operative Surgical Procedures', 'C0543467')","('Atypical Lobular Breast Hyperplasia', 'C1368920')"
"('Followed by', 'C0332283')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('European race', 'C1535514')","('Malignant melanoma of eyelid', 'C0339116')"
"('Concept model domain', 'C3541951')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Have Itch', 'C3641891')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Megakaryocyte Count', 'C3272965')","('Neonatal leukemia', 'C0235813')"
"('Cell Communication', 'C0007582')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Primary malignant neoplasm', 'C1306459')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Cessation of life', 'C0011065')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Death NOS, CTCAE', 'C4552775')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Togo', 'C0040363')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('shared attribute', 'C1522138')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Circumscribe (action)', 'C2347775')","('Deep Leiomyoma', 'C1333266')"
"('NCI CTEP SDC Acute Lymphoblastic Leukemia Sub-Category Terminology', 'C3542401')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Q13', 'C1549864')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Childhood Non-Hodgkin Lymphoma', 'C0220612')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('World Health Organization', 'C0043237')","('Neonatal leukemia', 'C0235813')"
"('Chemotherapy Regimen', 'C0392920')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Testing', 'C0039593')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('CD5L wt Allele', 'C3890193')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('3+ Score', 'C2827736')","('Uterine Cancer', 'C0153567')"
"('Blue color', 'C1260957')","('Extracranial Neuroblastoma', 'C1333499')"
"('United States', 'C0041703')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Pleurodesis', 'C0189557')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Detected (finding)', 'C0442726')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Skin lesion', 'C0037284')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Appearance of eyelid', 'C1285689')","('Blepharal carcinoma', 'C0920196')"
"('United States', 'C0041703')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Physical findings', 'C0311392')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Usual Severity Weight Loss', 'C4084775')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Most', 'C0205393')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Occurrence', 'C2745955')","('Uterine Cancer', 'C0153567')"
"('Infrequent', 'C0521114')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('3+ Answer to Question', 'C3838680')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Nictitating Membrane', 'C0028058')","('Blepharal carcinoma', 'C0920196')"
"('low', 'C0205251')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Colorectal Cancer', 'C1527249')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('1960s', 'C0681755')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Dominant', 'C1527180')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Mass of body structure', 'C0577559')","('Tonsillar Carcinoma', 'C0558355')"
"('Common (qualifier value)', 'C0205214')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Detection', 'C1511790')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Tanning of leather', 'C0039295')","('Malignant melanoma of eyelid', 'C0339116')"
"('To', 'C1883351')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Logical Condition', 'C1705253')","('Cancer of Urinary Tract', 'C0751571')"
"('survival aspects', 'C0220921')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Therapeutic procedure', 'C0087111')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Derived value', 'C3245521')","('Airway Hemangioma', 'C1336518')"
"('Analysis of substances', 'C0002778')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('1+', 'C3816745')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Third revision', 'C0439622')","('Leptomeningeal sarcoma', 'C1384416')"
"('Cohort Studies', 'C0009247')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Term Birth', 'C0233324')","('Testicular cancer metastatic', 'C1096715')"
"('Occur (action)', 'C1709305')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Electromagnetic Fields', 'C0013835')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('vinyl chloride', 'C0042684')","('Angiosarcoma of liver', 'C0345907')"
"('non-recurrent', 'C0439597')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Nodulus cerebelli', 'C0228505')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('Onset of Action', 'C2986534')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Food', 'C0016452')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Beginning', 'C0439659')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Treated with', 'C0332293')","('Female Breast Carcinoma', 'C0007104')"
"('Tryptophanase', 'C0041260')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('common types', 'C3242448')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Beginning', 'C0439659')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Qualifier (concept)', 'C1514623')","('Cartilaginous exostosis', 'C0029423')"
"('Vaginal', 'C4317111')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('melanoma', 'C0025202')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Portion of urine', 'C2963137')","('Sarcomatoid Renal Cell Carcinoma', 'C1266043')"
"('best (quality)', 'C1522427')","('Breast Ductal Adenoma', 'C1511307')"
"('Type - attribute', 'C0332307')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Retinoic Acid Response Element', 'C1514917')","('Neonatal leukemia', 'C0235813')"
"('To', 'C1883351')","('Breast Ductal Adenoma', 'C1511307')"
"('Cells', 'C0007634')","('Liver Cavernous Hemangioma', 'C0238246')"
"('International Classification of Diseases for Oncology, Second Edition', 'C2828257')","('Leptomeningeal sarcoma', 'C1384416')"
"('Most', 'C0205393')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Immunotherapy', 'C0021083')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Asbestos', 'C0003947')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Inflammation', 'C0021368')","('Giant cell angiofibroma', 'C1367539')"
"('Tobacco smoking behavior', 'C0453996')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Act Reason - Error', 'C1608199')","('BRCA2 Syndrome', 'C1332443')"
"('Associated with', 'C0332281')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Symptoms', 'C1457887')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Glioblastoma Multiforme', 'C1621958')","('gliosarcoma', 'C0206726')"
"('Solid', 'C0205208')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('therapeutic aspects', 'C0039798')","('Spermatocytic seminoma', 'C0334517')"
"('Case unit dose', 'C1533148')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Per Millimeter', 'C4330985')","('Deep Leiomyoma', 'C1333266')"
"('Individual', 'C0237401')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Digital Content Category', 'C3889287')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Science of Etiology', 'C1524003')","('Cancer of Urinary Tract', 'C0751571')"
"('Bone Marrow Examination', 'C0005957')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Treating', 'C1522326')","('Localized Askin Tumor', 'C1321778')"
"('Neoplasm Metastasis', 'C0027627')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Diagnosis', 'C0011900')","('Refractory Barrett Esophagus', 'C4763736')"
"('Light Microscopy', 'C0430389')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Probable diagnosis', 'C0332148')","('benign mature teratoma of pancreas', 'C2063869')"
"('Hour', 'C0439227')","('Refractory Barrett Esophagus', 'C4763736')"
"('Disease remission', 'C0544452')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('seen', 'C0205397')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('General surgery specialty', 'C1274039')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Skeletal bone', 'C0262950')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('What subject filter - Result', 'C1546471')","('Cancer of Urinary Tract', 'C0751571')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Symptom:Find:Pt:^Patient:Nom', 'C3854129')","('Tonsillar Carcinoma', 'C0558355')"
"('Post Device', 'C1704687')","('Tonsillar Carcinoma', 'C0558355')"
"('Fresh Water', 'C0016710')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Effective', 'C1704419')","('Breast Ductal Adenoma', 'C1511307')"
"('Asia, Western', 'C0003984')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('65+', 'C3843765')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Most', 'C0205393')","('Angiosarcoma of liver', 'C0345907')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Laboratory Procedures', 'C0022885')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('One', 'C0205447')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('84', 'C4319623')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Eye', 'C0015392')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Make - Instruction Imperative', 'C1881534')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('alone - group size', 'C0679994')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('history (of) disease family', 'C0850707')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Version', 'C0333052')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Erythropoiesis', 'C0014819')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Alveolus', 'C1515933')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Version (morphologic abnormality)', 'C2607870')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('High', 'C0205250')","('Malignant melanoma of eyelid', 'C0339116')"
"('Include (action)', 'C2700399')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('THYROID DIAGNOSTIC RADIOPHARMACEUTICALS', 'C3540038')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Combined', 'C0205195')","('Uterine Cancer', 'C0153567')"
"('Weight decreased', 'C1262477')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Woman', 'C0043210')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Treating', 'C1522326')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Residential flat', 'C0457933')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('interstitial', 'C0596790')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Infantile hemangioma', 'C4317089')","('Airway Hemangioma', 'C1336518')"
"('member', 'C0680022')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Left sided', 'C0443246')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Metaplasia', 'C0025568')","('Testicular cancer metastatic', 'C1096715')"
"('Pharmacotherapy', 'C0013216')","('Malignant melanoma of eyelid', 'C0339116')"
"('Type - attribute', 'C0332307')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('shared attribute', 'C1522138')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('>90', 'C0439083')","('Blepharal carcinoma', 'C0920196')"
"('Symptoms aspect', 'C0683368')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Etiology aspects', 'C0015127')","('Spongiotic dermatitis', 'C0262984')"
"('Primary malignant neoplasm', 'C1306459')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Human Papilloma Virus Vaccine', 'C1512511')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Process', 'C1522240')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Escherichia coli', 'C0014834')","('Cancer of Urinary Tract', 'C0751571')"
"('0%', 'C3842591')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('Pharmacotherapy', 'C0013216')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Stem cell transplant', 'C1504389')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('1980s', 'C0681757')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Free of (attribute)', 'C0332296')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Fibroid Tumor', 'C0023267')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Detected (finding)', 'C0442726')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Fourth ventricle structure', 'C0149556')","('Malignant neoplasm of choroid', 'C0153630')"
"('Followed by', 'C0332283')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Tissue Specimen Code', 'C1547928')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Page (document)', 'C1704732')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Suspected diagnosis', 'C0332147')","('Uterine Cancer', 'C0153567')"
"('Symptoms aspect', 'C0683368')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Adenocarcinoma', 'C0001418')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Sunlight', 'C0038817')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Skin', 'C1123023')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Not Otherwise Specified', 'C1518425')","('Neonatal leukemia', 'C0235813')"
"('Assisted (qualifier value)', 'C1269765')","('BRCA2 Syndrome', 'C1332443')"
"('Malignant tumor of colon', 'C0007102')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Surgical aspects', 'C0038895')","('Uterine Cancer', 'C0153567')"
"('Genus Labia', 'C1070701')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
