CUI1,CUI2
"('T-Lymphocyte', 'C0039194')",Malignant Cell with Eosinophilic Cytoplasm
"('Chemicals', 'C0220806')",Neoplastic Leydig Cell
"('unknown vaccine or immune globulin', 'C3541433')",Neoplastic Plasma Cell
"('Basis - conceptual entity', 'C1527178')",Neoplastic Osteoblast
"('lymph nodes', 'C0024204')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Disease', 'C0012634')",Neoplastic Centroblast
"('Case unit dose', 'C1533148')",Malignant Mesothelial Cell
"('Poverty', 'C0032854')",Melanoma Cell
"('Term Birth', 'C0233324')",Adenocarcinoma Cell
"('Frequently', 'C0332183')",Hodgkin Cell
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Promonocyte
"('Body tissue', 'C0040300')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Symptoms', 'C1457887')",Neoplastic Myeloid Blast
"('Point', 'C3714763')",Malignant Hyperchromatic Epithelial Cell
"('depend', 'C0725813')",Neoplastic Ganglion Cell
"('Either', 'C3844638')",Neoplastic Monoblast
"('respiratory', 'C0521346')",Malignant Squamous Cell
"('Occur (action)', 'C1709305')",Neoplastic Chromaffin Cell
"('Activation action', 'C1879547')",Osteoclast-Like Giant Cell
"('therapeutic aspects', 'C0039798')",Epithelioid Endothelial Cell
"('Alpha', 'C2003941')",Malignant Myoepithelial Cell
"('Primitive', 'C3645627')",Atypical Chondrocyte
"('Storage Unit', 'C1704753')",Malignant Smooth Muscle Cell
"('FDA Establishment Activity Terminology', 'C4049939')",Neoplastic Melanocyte
"('Removed', 'C0849355')",Neoplastic Squamous Cell
"('Organ', 'C0178784')",Malignant Squamous Cell
"('Brown color', 'C0678579')",Hemosiderin-laden macrophage
"('One', 'C0205447')",Neoplastic Granulocyte
"('Tumor Mass', 'C3273930')",Neoplastic Ganglion Cell
"('Study', 'C2603343')",Neoplastic Parathyroid Gland Cell
"('Pharmacotherapy', 'C0013216')",Melanoma Cell
"('mechanism of action qualifier', 'C1524059')",Neoplastic Myeloid Cell
"('Original Regulatory Submission', 'C2347409')",Neoplastic Squamous Cell
"('Stage Grouping', 'C1519504')",Plasmablastic Immunoblast
"('shared attribute', 'C1522138')",Malignant Transitional Cell
"('Mass, a measure of quantity of matter', 'C1306372')",Neoplastic Germ Cell
"('Human body', 'C0242821')",Malignant Epithelial Spindle Cell
"('Chemotherapy', 'C3665472')",Neoplastic Myeloid Blast
"('Contribution', 'C1880177')",Malignant Endothelial Cell
"('Scar Tissue', 'C0241158')",Neoplastic Connective and Soft Tissue Cell
"('other medicated shampoos in ATC', 'C3539125')",Neoplastic Fibroblast-Like Cell
"('The Sun', 'C0376223')",Melanoma Cell
"('Congenital Abnormality', 'C0000768')","Tumor cells, malignant"
"('Type - attribute', 'C0332307')",Nevus cell
"('Alpha Value', 'C2350010')",Neoplastic Stellate Cell
"('87', 'C4517895')",Neoplastic Lymphocyte
"('Call (Instruction)', 'C1947967')",Neoplastic Fibroblast-Like Cell
"('Physical assessment findings', 'C1509143')",Neoplastic Schwann Cell
"('Togo', 'C0040363')",Neoplastic T-Lymphocyte
"('Include (action)', 'C2700399')",Malignant Epithelial Spindle Cell
"('CEL gene', 'C1413336')",Malignant Endothelial Cell
"('Blood', 'C0005767')",Neoplastic Promonocyte
"('Cell Count', 'C0007584')",Neoplastic Plasma Cell
"('Value Above Reference Range', 'C2700149')",Neoplastic Myeloid Cell
"('Expanding', 'C0205229')",Malignant Cuboidal Mucous Cell
"('Melanoma Pathway', 'C2984289')",Spindle A Melanoma Cell
"('mesodermal', 'C0521459')",Malignant Large Germ Cell with Abundant Cytoplasm
"('Cell Device', 'C1704653')",Leukemic Cell
"('Muscle satellite cell', 'C0599856')",Neoplastic Glial Cell
"('Affecting', 'C0392760')",Hodgkin Cell
"('Basis - conceptual entity', 'C1527178')",Malignant Mesothelial Cell
"('Patient Reported Outcome Stem', 'C4553151')",Mucin-Producing Malignant Epithelial Cell
"('International Unit', 'C0439453')",Malignant Thyroid Gland Follicular Cell
"('Four', 'C0205450')",Neoplastic Muscle Cell
"('+2', 'C0740116')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Anabolism', 'C0220781')",Neoplastic Fibroblast
"('suggestion', 'C1705535')",Serous Adenocarcinoma Cell
"('Dorsal', 'C0205095')",Hairy cell
"('Togo', 'C0040363')",Neoplastic Eosinophilic Precursor
"('Moved from', 'C1269909')",Centrocyte-Like Cell
"('Formation', 'C1522492')",Neoplastic Centroblast
"('Removing (action)', 'C1883720')",Neoplastic Small Neuroepithelial Cell
"('Duct (organ) structure', 'C0687028')",Mucin-Producing Malignant Epithelial Cell
"('More', 'C0205172')",Spindle B Melanoma Cell
"('Slow', 'C0439834')",Neoplastic Multinucleated Giant Cell
"('Give - dosing instruction imperative', 'C1947971')",Neoplastic Ganglion Cell
"('cytotoxic', 'C1511636')",Reactive Lymphocyte
"('Binding action', 'C1145667')",Abnormal Lymphocyte cell
"('Nodule', 'C0028259')",Immature Malignant Mast Cell
"('CD8A wt Allele', 'C3540595')",Reactive Lymphocyte
"('Assisted (qualifier value)', 'C1269765')",Neoplastic Fibroblast
"('Vaginal', 'C4317111')",Malignant Squamous Cell
"('Tissue Specimen Code', 'C1547928')",Neoplastic Epithelial Clear Cell
"('BGLAP gene', 'C1412791')",Neoplastic Stromal Cell
"('Cells', 'C0007634')",Neoplastic Centroblast
"('Heterogeneity', 'C0019409')",Centrocyte-Like Cell
"('+2', 'C0740116')",Malignant Epithelial Small Cell
"('Malignant Neoplasms', 'C0006826')",Abnormal Hematopoietic and Lymphoid Cell
"('melanoma', 'C0025202')",Spindle A Melanoma Cell
"('Hematopoietic stem cells', 'C0018956')",Neoplastic Multinucleated Giant Cell
"('Intermediate', 'C0205103')",Neoplastic Hobnail Cell
"('Cancer Genus', 'C0998265')",Melanoma Cell
"('Skin', 'C1123023')",Malignant Spindle Squamous Cell
"('allowing', 'C0683607')",Malignant Endothelial Cell
"('Cessation of life', 'C0011065')",Melanoma Cell
"('Manufactured form', 'C0376315')",Neoplastic Mature Ganglion Cell
"('Response process', 'C0871261')",Osteoclast-Like Giant Cell
"('Plaster of Paris', 'C0032160')",Atypical Chondrocyte
"('Vaginal (intended site)', 'C4521343')",Malignant Spindle Squamous Cell
"('NBL1 gene', 'C0919442')",Abnormal Lymphocyte cell
"('Tryptophanase', 'C0041260')",Neoplastic Schwann Cell
"('capsule (pharmacologic)', 'C0006935')",Neoplastic Ganglion Cell
"('Synaptic connectivity', 'C1178983')",Spider Cell
"('List', 'C0745732')",Neoplastic Meningothelial Cell
"('Genus', 'C1708235')",Malignant Small Hyperchromatic Cell
"('Loss', 'C1517945')",Neoplastic Columnar Epithelial Cell
"('Occurrence Indicator', 'C4284875')","Tumor cells, malignant"
"('TERT protein, human', 'C0754515')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Arteries', 'C0003842')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Specimen Source Codes - tumor', 'C1578706')",Neoplastic Ganglion Cell
"('Stand Device', 'C1704644')",Malignant Smooth Muscle Cell
"('Biologic Preservation', 'C0033085')",Spider Cell
"('New', 'C0205314')",Hairy cell
"('Adult', 'C0001675')",Neoplastic Melanocyte
"('research', 'C0035168')",Neoplastic Spindle-Shaped Myofibroblast
"('Recent', 'C0332185')",Neoplastic Small Neuroepithelial Cell
"('Responsible to', 'C1273518')",Neoplastic B-Lymphocyte
"('Function (attribute)', 'C0542341')",Osteoclast-Like Giant Cell
"('Body Parts - Canal', 'C1550227')",Eccrine Adenocarcinoma Cell
"('Second edition', 'C0441795')",Neoplastic Meningothelial Cell
"('Lung', 'C0024109')",Malignant Neuroendocrine Large Cell
"('Body structure', 'C1268086')",Foam Cells
"('Cytoplasm', 'C0010834')",Epithelioid Endothelial Cell
"('Monitoring, Immunologic', 'C0026428')",Neoplastic Granulocyte
"('Usual', 'C3538928')",Neoplastic Plasma Cell
"('Symptoms', 'C1457887')",Malignant Hyperchromatic Small Epithelial Cell
"('Vagina', 'C0042232')",Malignant Epithelial Spindle Cell
"('Growth pattern', 'C1156245')",Neoplastic Transitional Cell
"('Calcinosis', 'C0006663')",Atypical Chondrocyte
"('Result', 'C1274040')",Epithelioid Osteoblast
"('Functional Relationship', 'C2700217')",Neoplastic Hematopoietic and Lymphoid Cell
"('Healthcare supplies', 'C1875802')",Neoplastic Small Neuroepithelial Cell
"('Ephrin Type-B Receptor 1, human', 'C3853572')",Malignant Neuroendocrine Large Cell
"('Importance Rating Score 0', 'C4084912')",Neoplastic Monoblast
"('Central Nervous System', 'C3714787')",Neoplastic Neuroepithelial Cell
"('Standard (document)', 'C2828392')",Neoplastic Hematopoietic and Lymphoid Cell
"('complex (molecular entity)', 'C1704241')",Neoplastic Fibroblast
"('Negation', 'C1518422')",Neoplastic Squamous Cell
"('Aggressive behavior', 'C0001807')",Neoplastic Lipoblast
"('Particle', 'C0597177')",Osteoclast-Like Giant Cell
"('Due to', 'C0678226')",Malignant Skeletal Muscle Cell
"('Malignant - descriptor', 'C0205282')",Malignant Spindle-Shaped to Round Cell
"('Anesthetic Gases', 'C0242902')",Malignant Skeletal Muscle Cell
"('Inspiration function', 'C0004048')",Neoplastic Oligodendrocyte
"('Skin, Human', 'C4520765')",Spindle B Melanoma Cell
"('User Group', 'C1705429')",Neoplastic Muscle Cell
"('Tobacco smoking behavior', 'C0453996')",Malignant Syncytiotrophoblastic Giant Cell
"('Term (temporal)', 'C1515273')",Neoplastic Eccrine Cell
"('Needs', 'C0027552')",Malignant Cuboidal Mucous Cell
"('Completely - dosing instruction fragment', 'C4554154')",Neoplastic Lipoblast
"('Adenocarcinoma', 'C0001418')",Serous Adenocarcinoma Cell
"('Microglia', 'C0206116')",Neoplastic Ependymal Cell
"('Prognosis:Find:Pt:^Patient:Nom', 'C3854082')",Malignant Squamous Cell
"('Gastrointestinal tract structure', 'C0017189')",Malignant Goblet-Like Mucous Cell
"('Greater than one', 'C4280965')",Spider Cell
"('Arising', 'C4019053')",Epithelioid Endothelial Cell
"('Cells', 'C0007634')",Neoplastic Osteoblast
"('Primary', 'C0205225')",Neoplastic Oligodendrocyte
"('Osteocalcin', 'C0029419')",Malignant Osteoblast
"('include - SetOperator', 'C1552866')",Hodgkin Cell
"('Immunocompetent', 'C1512656')",Plasmablastic Immunoblast
"('Manual pelvic examination (procedure)', 'C0200045')",Neoplastic Granulosa Cell
"('General surgery specialty', 'C1274039')",Malignant Mesothelial Cell
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')",Malignant Lipocyte
"('Formation', 'C1522492')",Neoplastic Squamous Cell
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')",Neoplastic Lipocyte
"('Manufactured form', 'C0376315')",Neoplastic Ependymal Cell
"('Treating', 'C1522326')",Neoplastic Promonocyte
"('Feel Tired question', 'C3539029')",Neoplastic Myeloid Blast
"('Problems - What subject filter', 'C1546466')",Neoplastic Small Sex Cord-Stromal Cell
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Myeloid Cell
"('Central neuron', 'C0682701')",Spider Cell
"('white blood cell type', 'C0427536')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Shapes', 'C0332479')",Neoplastic Acinar Cell
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')",Neoplastic Epithelial Clear Cell
"('Cell secretion', 'C1327616')",Malignant Osteoblast
"('Subtype (attribute)', 'C0449560')",Neoplastic Cuboidal Cell
"('generic name', 'C0592502')",Hairy cell
"('Center of town', 'C3810851')",Neoplastic Leydig Cell
"('Function (attribute)', 'C0542341')",Neoplastic Astrocyte
"('Case unit dose', 'C1533148')",Spindle B Melanoma Cell
"('tumor growth', 'C0598934')",Neoplastic Muscle Cell
"('Communicable Diseases', 'C0009450')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Term Birth', 'C0233324')",Neoplastic Histiocytic and Dendritic Cell
"('Human body', 'C0242821')",Malignant Cell with Eosinophilic Cytoplasm
"('Parenchymal cell', 'C0682552')",Malignant Stromal Cell
"('Normal tissue morphology', 'C0332441')",Neoplastic Cell
"('Process of secretion', 'C0036536')",Mucin-Producing Malignant Epithelial Cell
"('Anemia', 'C0002871')",Neoplastic Promonocyte
"('Progress', 'C1280477')",Neoplastic Transitional Cell
"('White color', 'C0220938')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Limb structure', 'C0015385')",Neoplastic Mature Ganglion Cell
"('Entire endocrine gland', 'C1305733')",Neoplastic Retinal Ganglion Cell
"('<50', 'C3843766')",Neoplastic Multinucleated Giant Cell
"('treatment - ActInformationManagementReason', 'C3887704')",Lobular Carcinoma Cell
"('shared attribute', 'C1522138')",Neoplastic Acinar Cell
"('Block Specimens', 'C1533157')",Neoplastic Melanocyte
"('Duct Device', 'C1705650')",Malignant Goblet-Like Mucous Cell
"('+5', 'C0728893')",Malignant Epithelial Small Cell
"('Growth abnormality', 'C0262361')",Neoplastic Transitional Cell
"('Hematopoietic stem cells', 'C0018956')",Neoplastic Osteoblast
"('NCI CTEP SDC Adrenal Cancer Sub-Category Terminology', 'C3539532')",Malignant Adrenal Cortical Cell
"('Adventitia', 'C0225342')",Type I cell of carotid body
"('Sweat Glands', 'C0038989')",Malignant Myoepithelial Cell
"('vimentin location', 'C1325833')",Epithelioid Endothelial Cell
"('Iris <mantid>', 'C2314880')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Lung', 'C0024109')",Malignant Neuroendocrine Small Cell
"('Specimen Source Codes - Respiratory', 'C1546767')",Malignant Smooth Muscle Cell
"('Formations', 'C0439634')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Observation Interpretation - intermediate', 'C1550465')",Leukemic Cell
"('Soft Tissue Route of Drug Administration', 'C1522192')",Neoplastic Neuroblast
"('Tryptophanase', 'C0041260')",Neoplastic Melanocyte
"('diagnosis aspect', 'C1704338')",Malignant Mesothelial Cell
"('Cells', 'C0007634')",Malignant Syncytiotrophoblastic Giant Cell
"('Progress', 'C1280477')",Neoplastic Muscle Cell
"('Social group', 'C0687744')",Neoplastic Ganglion Cell
"('Angiogenic Process', 'C0302600')",Neoplastic Fibroblast
"('Known', 'C0205309')",Neoplastic Parathyroid Gland Cell
"('Togo', 'C0040363')",Neoplastic Keratinocyte
"('diagnosis aspect', 'C1704338')",Neoplastic Promonocyte
"('Skeletal muscle structure', 'C0242692')",Neoplastic Neuroendocrine Cell
"('Similarity', 'C2348205')",Malignant Skeletal Muscle Cell
"('Main', 'C1542147')",Neoplastic Cell
"('Biases', 'C0242568')",Mucin-Producing Malignant Epithelial Cell
"('Apical', 'C0205111')",Malignant Goblet-Like Mucous Cell
"('Childhood Myelodysplastic Syndrome', 'C2347761')",Neoplastic Promonocyte
"('Complex', 'C0439855')",Malignant Endothelial Cell
"('Decision', 'C0679006')",Neoplastic Neuroepithelial Cell
"('Involuntary', 'C2986385')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Epithelium', 'C0014609')",Malignant Lipocyte
"('Smear - instruction imperative', 'C1947932')",Epithelioid Osteoblast
"('Greek letter alpha (qualifier value)', 'C0439095')",Neoplastic Stellate Cell
"('Second Suffix', 'C1705190')",Neoplastic Centroblast
"('General surgery specialty', 'C1274039')",Neoplastic Lipocyte
"('Basal Cell Cancer', 'C0751676')",Spindle B Melanoma Cell
"('Division (surgical procedure)', 'C1293097')",Neoplastic Ganglion Cell
"('Inferior Colliculus', 'C0021358')",Neoplastic Granulosa Cell
"('To', 'C1883351')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Short Value', 'C2350002')",Malignant Small Cell
"('Mechanism of Action', 'C4551881')",Neoplastic Myeloid Cell
"('consider', 'C0750591')",Plasmablastic Immunoblast
"('Adrenal Glands', 'C0001625')",Malignant Hyperchromatic Epithelial Cell
"('Function (attribute)', 'C0542341')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Common Specifications in HL7 V3 Publishing', 'C3245511')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Most', 'C0205393')",Malignant Epithelial Small Cell
"('radiotherapeutic', 'C0034619')",Melanoma Cell
"('Name', 'C0027365')",Malignant Epithelioid Cell
"('Feature', 'C2348519')",Malignant Epithelial Large Cell
"('Usual', 'C3538928')",Immature Malignant Mast Cell
"('Distal (qualifier value)', 'C0205108')",Neoplastic Ependymal Cell
"('Causing', 'C0678227')",Malignant Hyperchromatic Epithelial Cell
"('Genetic screening method', 'C0679560')",Malignant Skeletal Muscle Cell
"('Deterioration of status', 'C1279889')",Epithelioid Endothelial Cell
"('All of the Time', 'C3812891')",Neoplastic Squamous Cell
"('Precipitating Factors', 'C0032930')",Neoplastic Cell
"('Continuance of life', 'C0038952')",Malignant Epithelial Small Cell
"('Bone Marrow', 'C0005953')",Immature Malignant Mast Cell
"('Original Regulatory Submission', 'C2347409')",Neoplastic Muscle Cell
"('PSA Level Greater than Fifty', 'C4084918')",Neoplastic Stromal Cell
"('Tissue Specimen Code', 'C1547928')",Malignant Epithelial Cell
"('Oral cavity', 'C0226896')",Neoplastic Spindle-Shaped Myofibroblast
"('Internal medicine specialty', 'C0021782')",Neoplastic Parathyroid Gland Cell
"('Feel Tired question', 'C3539029')",Hodgkin Cell
"('Primary', 'C0205225')",Neoplastic Hematopoietic and Lymphoid Cell
"('XK wt Allele', 'C4552882')",Leukemic Cell
"('Malignant neoplasm of kidney', 'C0740457')",Malignant Transitional Cell
"('spindle assembly checkpoint', 'C2754376')",Neoplastic Ganglion Cell
"('Removing (action)', 'C1883720')",Neoplastic Ependymal Cell
"('Telephone Extension Number', 'C1880641')",Neoplastic Meningothelial Cell
"('Occur (action)', 'C1709305')",Neoplastic Ganglion Cell
"('To', 'C1883351')",Mucin-Producing Malignant Epithelial Cell
"('Search - action', 'C1706202')",Spider Cell
"('Involvement with', 'C1314939')",Neoplastic Myeloid Blast
"('40%', 'C3842587')",Serous Adenocarcinoma Cell
"('Symptoms aspect', 'C0683368')",Neoplastic Myeloid Blast
"('Approximate', 'C0332232')",Malignant Mesothelial Cell
"('Fraction of', 'C1264633')",Malignant Epithelial Small Cell
"('Division (surgical procedure)', 'C1293097')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('To be stopped', 'C1272691')",Neoplastic Myeloid Cell
"('10%', 'C3842590')",Neoplastic Transitional Cell
"('Mount Device', 'C3888063')",Centrocyte-Like Cell
"('Cancer Genus', 'C0998265')",Neoplastic Lipocyte
"('Process', 'C1522240')",Malignant Osteoblast
"('Union', 'C2825217')",Osteoclast-Like Giant Cell
"('History of present illness', 'C0262512')",Melanoma Cell
"('Surgery specialty', 'C0038894')",Neoplastic Lipoblast
"('Childhood Diffuse Large B-Cell Lymphoma', 'C1332967')",Neoplastic B-Lymphocyte
"('Peripheral neuron', 'C0682700')",Neoplastic Small Neuroepithelial Cell
"('Lymphocyte', 'C0024264')",Malignant Cell with Eosinophilic Cytoplasm
"('Administration procedure', 'C1533734')",Spindle B Melanoma Cell
"('Tumor Mass', 'C3273930')",Neoplastic Eccrine Cell
"('Gastrointestinal tract structure', 'C0017189')",Malignant Squamous Cell
"('Diabetes Mellitus', 'C0011849')",Neoplastic Spindle-Shaped Myofibroblast
"('System (unit of presentation)', 'C4318427')",Neoplastic Parathyroid Gland Cell
"('Diffuse Large B-Cell Lymphoma', 'C0079744')",Neoplastic Small B-Lymphocyte
"('Body tissue', 'C0040300')",Malignant Hyperchromatic Small Epithelial Cell
