CUI1,CUI2,Prediction
Epithelial cell count (procedure),Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Negation,Maxillary Sinus Adenocarcinoma,1
Disease,Endometrial Small Cell Carcinoma,1
Transformation,Recurrent Testicular Lymphoma,1
Five-year Survival Rate,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Recommendation,Endometrial Small Cell Carcinoma,1
Tryptophanase,Digestive System Hodgkin Lymphoma,1
Developed Countries,Undifferentiated Endocervical Sarcoma,1
survive,adenoid cystic carcinoma of lung,1
AKR1A1 wt Allele,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
1+,Tonsillar Carcinoma,1
Subject Risk,Human Papillomavirus-Related Carcinoma,1
Cancer Biology,Female Breast Carcinoma,1
How Much Distress Vomiting,Mucinous adenocarcinoma gastric,1
Geographic Locations,adenoid cystic carcinoma of lung,1
Chemotherapy,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Immunotherapy for cancer,Unresectable Rhabdomyosarcoma,1
Including (qualifier),Collecting Duct Carcinoma of the Kidney,1
Direct type of relationship,Human Papillomavirus-Related Carcinoma,1
Rest,Intestinal Neuroendocrine Carcinoma,1
Third,adenoid cystic carcinoma of lung,1
0%,Leiomyoma of Gallbladder,1
Disease,Diffuse malignant mesothelioma,1
Young Adult,Adult Fibrolamellar Carcinoma,1
Hormonal,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Type - attribute,Carcinoma of urinary bladder,1
low exposure,Malignant melanoma of eyelid,1
Value Above Reference Range,Recurrent Uveal Melanoma,1
include - SetOperator,Intracortical osteosarcoma,1
Endothelial Cells,Angiosarcoma of liver,1
Entity Determiner - specific,Female Breast Carcinoma,1
Fever symptoms (finding),Methotrexate-Associated Hodgkin Lymphoma,1
Age-Years,Carcinoma of urinary bladder,1
Monoclonal Gammopathy of Undetermined Significance,Heavy Chain Deposition Disease,1
Metastatic Neoplasm,Recurrent Uveal Melanoma,1
Neoplasm Metastasis,Tonsillar Carcinoma,1
Developed Countries,Mucinous adenocarcinoma gastric,1
genetic risk factors,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Malignant - descriptor,Refractory Glioma,1
Unit - NCI Thesaurus Property,Childhood Thyroid Gland Follicular Carcinoma,1
Genus Homo,Human Papillomavirus-Related Carcinoma,1
Have Weight Loss,Mucinous adenocarcinoma gastric,1
Bilateral complete salpingectomy,Endometrial Small Cell Carcinoma,1
Reported Term,Adult Alveolar Soft Part Sarcoma,1
B-Cell Activation,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Menstruation,Endometrial Small Cell Carcinoma,1
Numerous,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Fluid Leak,Digestive System Hodgkin Lymphoma,1
include - SetOperator,Undifferentiated Endocervical Sarcoma,1
Unknown,Acute Undifferentiated Leukemia,1
Well Differentiated,Metastatic Ductal Breast Carcinoma,1
Biological Transport,Sarcomatoid Renal Cell Carcinoma,1
Present,Liver Cavernous Hemangioma,1
Poor function,Human Papillomavirus-Related Carcinoma,1
Retinoic Acid Response Element,Malignant melanoma of eyelid,1
Before values,Metastatic Carcinoma in the Lung,1
Administered Component Designation,Recurrent Testicular Lymphoma,1
Diagnosis,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Skin Pigmentation,Recurrent Uveal Melanoma,1
Nuclear (incident type),Angiosarcoma of liver,1
potential,Carcinoma of urinary bladder,1
Poverty,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Mechanism (attribute),Localized Askin Tumor,1
Excision,Malignant Testicular Sertoli Cell Tumor,1
Infrequent,Colorectal High Grade B-Cell Lymphoma,1
Disease,Recurrent Testicular Lymphoma,1
High,FIGO Stage II Ovarian Cancer,1
Biomaterial Treatment,Recurrent Testicular Lymphoma,1
Chronic inflammation,Stage II Carcinoma of Penis,1
Tanning of leather,Recurrent Uveal Melanoma,1
Average of Value Derivation Technique,Diffuse malignant mesothelioma,1
Financial Account,Human Papillomavirus-Related Carcinoma,1
Act Relationship Type - occurrence,Maxillary Sinus Adenocarcinoma,1
Diagnosis,Bladder squamous cell carcinoma stage I,1
Subtype (attribute),Malignant Neoplasm with Regional Lymph Node Involvement,1
Basis - conceptual entity,de novo Myelodysplastic Syndrome,1
Symptoms,Carcinoma of urinary bladder,1
Regular,Endometrial Small Cell Carcinoma,1
Involvement with,Spermatocytic seminoma,1
Effective,Breast Ductal Adenoma,1
Part of,Leiomyoma of Gallbladder,1
Refrigeration,Mucinous adenocarcinoma gastric,1
Bone marrow: lymphocytes (finding),Acute Undifferentiated Leukemia,1
Array Feature,Stage I Gastric Neuroendocrine Tumor AJCC v8,1
Fasting,Malignant melanoma of eyelid,1
Malignant Neoplasms,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Consistency,Collecting Duct Carcinoma of the Kidney,1
Shortened,Familial Hemophagocytic Lymphocytosis,1
Count of entities,Human Papillomavirus-Related Carcinoma,1
Evidence,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
IPSS Risk Category Low,mucinous adenocarcinoma of gallbladder,1
Carcinoma of lung,Lung squamous cell carcinoma stage I,1
Retinoic Acid Response Element,Airway Hemangioma,1
Erythropoiesis,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Yellow complexion,Pancreatic Intraepithelial Neoplasia-3,1
Risk,Human Papillomavirus-Related Carcinoma,1
Damage,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
cell transformation,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Entity Determiner - specific,Noninfiltrating Intraductal Carcinoma,1
Percent of Abnormal Cells,Spongiotic dermatitis,1
Infant,Human Papillomavirus-Related Carcinoma,1
Published Comment,Refractory Barrett Esophagus,1
Overall Publication Type,Benign Carotid Body Paraganglioma,1
Fasting Status Indicator,Recurrent Uveal Melanoma,1
Closure,Refractory Barrett Esophagus,1
Symptoms,Choroid Necrotic Melanoma,1
Probable diagnosis,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Increase in size since previous mammogram,Malignant melanoma of eyelid,1
Human Cells,FIGO Stage II Ovarian Cancer,1
Cancer Genus,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Fever,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Presentation,gliosarcoma,1
Alternating,Serous cystadenocarcinoma ovary,1
Neuroendocrine Tumors,Benign Carotid Body Paraganglioma,1
Primary malignant neoplasm,squamous cell carcinoma of the thyroid gland,1
Liver Cirrhosis,Adult Hepatocellular Carcinoma,1
Bladder Continence Question,Anterior Urethral Malignant Neoplasm,1
Slightly Agree,Malignant melanoma of eyelid,1
Biomaterial Treatment,Intestinal Metaplasia of Bladder Urothelium,1
Infrequent,Stage IB Pancreatic Cancer AJCC v8,1
Blood Circulation,mucinous adenocarcinoma of gallbladder,1
Obesity,Endometrial Small Cell Carcinoma,1
Disease Outcome,Breast Ductal Adenoma,1
Science of Etiology,Endometrial Small Cell Carcinoma,1
Cancer Genus,Advanced Uterine Corpus Carcinosarcoma,1
Sex Behavior,Human Papillomavirus-Related Carcinoma,1
Negation,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Uncontrolled,adenosquamous carcinoma of breast,1
Fever,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Smaller,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Possible,Metastatic Carcinoma in the Lung,1
3+ Score,Recurrent Uveal Melanoma,1
Naive Pregerminal Center B-Lymphocyte,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Large,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Dysuria,Carcinoma of urinary bladder,1
Melanoma Pathway,Stage II Carcinoma of Penis,1
6/3,Recurrent Testicular Lymphoma,1
Back Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Early,Stage II Carcinoma of Penis,1
Including (qualifier),Unfavorable Non-Hodgkin Lymphoma,1
Cells,Pancreatic Intraepithelial Neoplasia-3,1
Benign,Childhood Central Nervous System Immature Teratoma,1
Pleomorphism,Carcinoma ex pleomorphic adenoma of parotid gland,1
Risk,Acantholytic squamous cell carcinoma,1
Possible,Testicular cancer metastatic,1
Value Above Reference Range,Acantholytic squamous cell carcinoma,1
Post,Tonsillar Carcinoma,1
Count of entities,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Primary malignant neoplasm,Human Papillomavirus-Related Carcinoma,1
include - SetOperator,Human Papillomavirus-Related Carcinoma,1
Fordyce's disease,Maxillary Sinus Adenocarcinoma,1
Complete Pharyngeal Contraction,Bladder squamous cell carcinoma stage I,1
Formation,Maxillary Sinus Adenocarcinoma,1
Secretory Vesicles,Intestinal Neuroendocrine Carcinoma,1
Count of entities,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Symptoms aspect,Uterine Cancer,1
Histologic type,Breast Ductal Adenoma,1
Rare,Diffuse malignant mesothelioma,1
Estrogens,Endometrial Small Cell Carcinoma,1
Term Birth,Pancreatic Intraepithelial Neoplasia-3,1
Cancer Genus,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Including (qualifier),Acute lymphadenitis,1
pharmacotherapeutic,Lung squamous cell carcinoma stage I,1
Recurrent infections,Bladder squamous cell carcinoma stage I,1
Primary malignant neoplasm,Choroid Necrotic Melanoma,1
*Type - Kind of quantity,FIGO Stage II Ovarian Cancer,1
Primary malignant neoplasm,FIGO Stage II Ovarian Cancer,1
Primary malignant neoplasm,Undifferentiated Endocervical Sarcoma,1
Worsening pattern,Choroid Necrotic Melanoma,1
Cancer Genus,Leiomyoma of Gallbladder,1
Secondary to,Testicular cancer metastatic,1
Have Shortness of Breath question,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Fasting,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
prior radiation therapy,Bladder squamous cell carcinoma stage I,1
Science of Etiology,Human Papillomavirus-Related Carcinoma,1
Diagnosis,Diffuse malignant mesothelioma,1
Pain,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Slow,Adult Alveolar Soft Part Sarcoma,1
Rare,Anterior Urethral Malignant Neoplasm,1
Cancer Genus,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Surrounding (qualifier value),Hemangioma,1
Term Birth,Recurrent Testicular Lymphoma,1
Including (qualifier),FIGO Stage II Ovarian Cancer,1
treatment - ActInformationManagementReason,Malignant Testicular Sertoli Cell Tumor,1
Mass of body structure,Recurrent Testicular Lymphoma,1
Class (taxonomic),Lung squamous cell carcinoma stage I,1
Third revision,Rhabdomyosarcoma with ganglionic differentiation,1
Mass of body structure,Stage IB Pancreatic Cancer AJCC v8,1
Erythrocytes,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Pediculus humanus capitis (eukaryote),Noninfiltrating Intraductal Carcinoma,1
Carcinoma,Endometrial Small Cell Carcinoma,1
Manifestation of,Recurrent Testicular Lymphoma,1
Fatigue,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Malignant tumor of cervix,Undifferentiated Endocervical Sarcoma,1
Free of (attribute),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Estimated,Breast Ductal Adenoma,1
European Viper,Adult Alveolar Soft Part Sarcoma,1
Metastatic Neoplasm,Adult Alveolar Soft Part Sarcoma,1
Run-in Period,Mucinous adenocarcinoma gastric,1
Intermediate Mitosis-Karyorrhexis Index,Blepharal carcinoma,1
Survival Rate,Acute Undifferentiated Leukemia,1
How Much Distress Weight Loss,Hodgkin lymphoma,1
Site of primary lesion,Testicular cancer metastatic,1
metastatic qualifier,Granular Cell Leiomyosarcoma,1
Experimental Result,Endometrial Small Cell Carcinoma,1
Dysphagia,Tonsillar Carcinoma,1
Polyglandular Type I Autoimmune Syndrome,Thymic Clear Cell Carcinoma,1
Translocation of object,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Age-Years,Bladder squamous cell carcinoma stage I,1
Aggressive course,Recurrent Testicular Lymphoma,1
Fatal,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Dyspnea,adenosquamous carcinoma of breast,1
Affecting,Hodgkin lymphoma,1
newly,Recurrent Uveal Melanoma,1
Carcinoma,Breast Ductal Adenoma,1
pharmacotherapeutic,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
include - SetOperator,Acantholytic squamous cell carcinoma,1
Negation,Digestive System Hodgkin Lymphoma,1
Status post,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Delight,Extracranial Neuroblastoma,1
Left,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Excision,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Metastasis,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Delta (difference),squamous cell carcinoma of the thyroid gland,1
Manufactured form,Maxillary Sinus Adenocarcinoma,1
Affecting,Diffuse malignant mesothelioma,1
Egg of order Phthiraptera,Adult Alveolar Soft Part Sarcoma,1
Blood Vessel,Liver Cavernous Hemangioma,1
Five-year Survival Rate,Recurrent Uveal Melanoma,1
Third revision,Intracortical osteosarcoma,1
Electromagnetic Radiation,Primary Cutaneous Plasmablastic Lymphoma,1
Papillary,Giant cell angiofibroma,1
Childhood Lymphoma,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Cancer Genus,Childhood Lymphoma,1
Percent of Abnormal Cells,Atypical Lobular Breast Hyperplasia,1
Interferes with,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Exposure to toxin,Adult Hepatocellular Carcinoma,1
Bone Pain,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Associated with,Digestive System Hodgkin Lymphoma,1
Approximate,Malignant Testicular Sertoli Cell Tumor,1
Formation,Malignant Neoplasm of Lung - Multiple Primary Sites,1
Five-year Survival Rate,Malignant Testicular Sertoli Cell Tumor,1
Present,Colorectal High Grade B-Cell Lymphoma,1
Malignant neoplasm of lung,Testicular cancer metastatic,1
Recurrence,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
classical example,Metastatic Neoplasm to the Gallbladder,1
1+ Score,gliosarcoma,1
IPSS Risk Category High,Acantholytic squamous cell carcinoma,1
child survival,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Symptoms aspect,Malignant Neoplasm with Regional Lymph Node Involvement,1
Image Feature,benign mature teratoma of pancreas,1
Primary malignant neoplasm,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Uterine Fibroids,Metastatic Neoplasm to the Gallbladder,1
Medical Device Emits Smoke,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Ability,Unresectable Rhabdomyosarcoma,1
Lymphadenopathy,Acute lymphadenitis,1
Egg of order Phthiraptera,Noninfiltrating Intraductal Carcinoma,1
Lower - spatial qualifier,Malignant Testicular Sertoli Cell Tumor,1
Entity Determiner - specific,adenoid cystic carcinoma of lung,1
Image Feature,Giant cell angiofibroma,1
Hodgkin Disease,Childhood Lymphoma,1
Cell Count,Recurrent Testicular Lymphoma,1
Aggressive course,Pancreatic Intraepithelial Neoplasia-3,1
Benign condition,Serous cystadenocarcinoma ovary,1
Hemochromatosis,Adult Hepatocellular Carcinoma,1
Subacute,Spongiotic dermatitis,1
Biological Processes,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Including (qualifier),Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Enlarged,Stage I Adult Non-Hodgkin Lymphoma,1
Obesity,Mucinous adenocarcinoma gastric,1
High Level,Malignant melanoma of eyelid,1
Retinoic Acid Response Element,Colorectal High Grade B-Cell Lymphoma,1
Definitely Related to Intervention,Mucinous adenocarcinoma gastric,1
Microorganism,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Positive,Heavy Chain Deposition Disease,1
Weight Loss,Methotrexate-Associated Hodgkin Lymphoma,1
Germ cell tumor,Childhood Central Nervous System Immature Teratoma,1
Basis - conceptual entity,Acute Undifferentiated Leukemia,1
Rare,mucinous adenocarcinoma of gallbladder,1
Benign Neoplasm,Extra-Adrenal Paraganglioma,1
Late,adenoid cystic carcinoma of lung,1
Fluid Balance,Collecting Duct Carcinoma of the Kidney,1
Preventive intent,FIGO Stage II Ovarian Cancer,1
Basis - conceptual entity,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Diagnosis,Metastatic Ductal Breast Carcinoma,1
Used by,Noninfiltrating Intraductal Carcinoma,1
Age,Stage II Carcinoma of Penis,1
Cervical lymph node group,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Known,benign mature teratoma of pancreas,1
Pain,Hodgkin lymphoma,1
Biomaterial Treatment,mucinous adenocarcinoma of gallbladder,1
Coloring Excipient,Acute Undifferentiated Leukemia,1
Premalignant,Heavy Chain Deposition Disease,1
Affecting,Female Breast Carcinoma,1
Endocrine Cells,Stage I Gastric Neuroendocrine Tumor AJCC v8,1
Deep (qualifier value),Adult Alveolar Soft Part Sarcoma,1
Probable diagnosis,Acantholytic squamous cell carcinoma,1
Type - attribute,Lung squamous cell carcinoma stage I,1
Biogenic Amines,Intestinal Neuroendocrine Carcinoma,1
Clothing,Diffuse malignant mesothelioma,1
Wound Healing,BRCA2 Syndrome,1
Mild pain,Cartilaginous exostosis,1
Cells,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Cells,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Present,Stage II Carcinoma of Penis,1
Pharmacotherapy,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Li-Fraumeni Syndrome,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
New,Human Papillomavirus-Related Carcinoma,1
Primary,Malignant Neoplasm with Regional Lymph Node Involvement,1
Dictionary [Publication Type],Ampulla of Vater Tubular Adenoma,1
Subtype (attribute),Granular Cell Leiomyosarcoma,1
Present,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Infrequent,Airway Hemangioma,1
Abnormal,Endometrial Small Cell Carcinoma,1
Fatigue,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Chemotherapy,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Usual Severity Vomiting,Choroid Necrotic Melanoma,1
Mutation Abnormality,BRCA2 Syndrome,1
Decrease,FIGO Stage II Ovarian Cancer,1
common types,squamous cell carcinoma of the thyroid gland,1
Present,Intestinal Neuroendocrine Carcinoma,1
Two,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Proliferation,Carcinoma ex pleomorphic adenoma of parotid gland,1
Known,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Pregnancy,Refractory Barrett Esophagus,1
Frequently,Stage I Adult Non-Hodgkin Lymphoma,1
Lymphoma,Thymic Clear Cell Carcinoma,1
radiotherapeutic,Endometrial Small Cell Carcinoma,1
Common (qualifier value),Metastatic Neoplasm to the Gallbladder,1
Presentation,Mucinous adenocarcinoma gastric,1
Diagnosis Study,Unfavorable Non-Hodgkin Lymphoma,1
Science of Etiology,Undifferentiated Endocervical Sarcoma,1
Fever,Methotrexate-Associated Hodgkin Lymphoma,1
Tryptophanase,Thymic Clear Cell Carcinoma,1
Cell Count,Adult Alveolar Soft Part Sarcoma,1
Loss of Appetite question,Stage IB Pancreatic Cancer AJCC v8,1
Symptoms aspect,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Medical Device Emits Smoke,Refractory Barrett Esophagus,1
Primary malignant neoplasm,Adult Hepatocellular Carcinoma,1
